"Authors","Author full names","Author(s) ID","Titles","Year","Source title","DOI","Cited by","Link","Abstract","Author Keywords","Document Type","Source"
"Mnookin R.H.; Eiran E.; Gilad S.","Mnookin, Robert H. (6602471155); Eiran, Ehud (8350453300); Gilad, Shula (56108702800)","6602471155; 8350453300; 56108702800","Is unilateralism always bad? Negotiation lessons from Israel's ""unilateral"" Gaza withdrawal","2014","Negotiation Journal","10.1111/nejo.12051","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897989824&doi=10.1111%2fnejo.12051&partnerID=40&md5=ff5c88904d9ecfefe273bcee7e3f38b3","Using the 2005 unilateral Israeli withdrawal from Gaza as a case study, this article exposes an apparent paradox: circumstances may exist in which an outcome that serves the interests of parties to a conflict cannot be achieved through bilateral negotiation but can be achieved by unilateral action. Although the withdrawal was seen at the time as serving the interests of both the Israeli government and the Palestinians, we argue that the same result could not have been achieved through bilateral negotiations. ""Behind-the-table"" internal conflicts on each side would have made it impossible for the leaders to agree on the scope of these negotiations. Prime Minister Ariel Sharon's success in implementing his Gaza withdrawal was attributable in significant measure to his ability to maintain ambiguity about his long-run plans for the West Bank. Only by focusing attention on Gaza was he able to build the necessary coalition to implement the controversial move. The Palestinian leaders, on the other hand, could never have agreed to come to the table to negotiate about Gaza alone - they would have insisted that the scope of any negotiations address a broad range of final status issues. In this article, we identify some of the lessons that the Gaza example teaches regarding the utility and limits of unilateralism as well as the benefits and potential costs of employing ambiguity as a strategy to help accomplish a controversial move. Finally, we also explore the aftermath of the withdrawal and its many missed opportunities for improving the outcome. We suggest that, even when acting unilaterally, leaders should carefully consider the probable impact of their actions on the internal conflicts of their adversaries. © 2014 President and Fellows of Harvard College.","Ambiguity; Ariel Sharon; Behind-the-table negotiations; Conflict; Gaza; Israel; Negotiation; Palestinians; Settlers; Unilateralism; West Bank","Article","Scopus"
"Morf M.; Bakker A.B.; Feierabend A.","Morf, Manuela (56395073400); Bakker, Arnold B. (57205383513); Feierabend, Anja (35332009400)","56395073400; 57205383513; 35332009400","Bankers closing idiosyncratic deals: Implications for organisational cynicism","2019","Human Resource Management Journal","10.1111/1748-8583.12245","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069629305&doi=10.1111%2f1748-8583.12245&partnerID=40&md5=6cdf3616bfcc2cb0e6375931d3bff382","To better meet flexibility demands and increase person–job fit, organisations might offer their employees the opportunity to negotiate task-related arrangements, namely, idiosyncratic deals, referred to as “i-deals.” However, not every employee who requests an i-deal is successful in their negotiations. Thus, this study aims to further the knowledge of potential shortcomings of task-related i-deals and the role of supervisors in determining them. Drawing on social exchange theory, we hypothesise that low-quality supervisor–employee relationships (i.e., leader–member exchange) are more likely to result in unsuccessful task-related i-deal negotiations, which consequently might provoke increased organisational cynicism. We analysed three waves of data from 202 Swiss bankers who had requested task-related i-deals within the investigated business cycle. The results supported our hypothesis. Our findings highlight the role of supervisors in reducing the potential costs of using task-related i-deals as employee-initiated job design practices. © 2019 John Wiley & Sons Ltd","employee voice; individualised HRM practices; job design; leadership; negotiation","Article","Scopus"
"Lloyd R.; Carroll B.","Lloyd, Rhiannon (57212392732); Carroll, Brigid (23049104300)","57212392732; 23049104300","Identifying discursive resources for pluralising leadership: Looping chief executive officers and the frontline across hierarchy","2021","Human Relations","10.1177/0018726719890662","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076569912&doi=10.1177%2f0018726719890662&partnerID=40&md5=0cdb5e23f6215bd608da28956a90989a","The promise of leadership being spread across levels and parts of an organisation beckons scholars and practitioners alike, yet the theory and practice of it remains partial and elusive. We show how cross-hierarchical leadership understanding and practice might be better embedded in organisations through discursive resources with the potential to connect groups, even temporarily, across asymmetrical power relations. Our study empirically draws on a rare leadership development workshop bringing together chief executives and frontline leadership to explore the complexities of leadership in a health and safety context. This inquiry draws iteratively between workshop interactions and subsequent interviewing of those present to identify discursive resources firstly hindering and secondly contributing to moments of pluralising and spreading leadership. Whereas frontline leadership drew on discourses of embedding, collaborative and grounding leadership, and chief executives alternatively on analytic, overseeing and cascading discourses, our interest was provoked by the shared discursive resources of reframing identities, constructing intermediaries, overcoming distance, sparking engagement and inviting translation with the potential to loop hierarchy and bring power relations across hierarchical differences into (re)negotiation. © The Author(s) 2019.","Discourse; hierarchy; leadership; plural leadership; power; spreading leadership","Article","Scopus"
"Wang H.-J.; Jiang L.; Xu X.; Zhou K.; Bauer T.N.","Wang, Hai-Jiang (36505361500); Jiang, Lixin (57208712236); Xu, Xiaohong (57202074683); Zhou, Kong (57204114295); Bauer, Talya N (7202749753)","36505361500; 57208712236; 57202074683; 57204114295; 7202749753","Dynamic relationships between leader–member exchange and employee role-making behaviours: The moderating role of employee emotional ambivalence","2022","Human Relations","10.1177/00187267221075253","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124908427&doi=10.1177%2f00187267221075253&partnerID=40&md5=007d1808764def40d259a2c37dd6f6c7","We set out to understand how role-making works and what roles employees and leaders play in this process. Employees often make changes to their work roles, such as by negotiating their job responsibilities and seeking challenging tasks. In this study, we suggest that role-making behaviours influence and are influenced by the dyadic relationship between leaders and employees, otherwise known as leader–member exchange (LMX). We collected three waves of survey data from a sample of Chinese employees who were recent college graduates (n = 203). The results from cross-lagged panel analyses showed that (1) LMX and job-change negotiation were reciprocally related to each other and (2) initial LMX was associated with increased challenge-seeking behaviours, although these behaviours did not lead to greater LMX later on. In addition, we found evidence that when employees experienced a high level of emotional ambivalence (a conflicting, mixed and complex emotional state), the direct and reciprocal relationships between LMX and role-making behaviours were weakened. Our findings advance the understanding of the development of leader–employee relationships in the workplace and have implications for strengthening employee perceptions of high-quality relationships with their leaders by making changes to their workplace roles. © The Author(s) 2022.","emotional ambivalence; leader–member exchange; reciprocal relationship; role-making behaviours; self-reinforcing","Article","Scopus"
"Weiss J.N.","Weiss, Joshua N. (57206923339)","57206923339","Connecting the Dots: The Nexus Between Leadership and Negotiation","2018","Negotiation Journal","10.1111/nejo.12224","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045425044&doi=10.1111%2fnejo.12224&partnerID=40&md5=5110590fca15d32a46420cc132c63158","[No abstract available]","","Review","Scopus"
"Alavi S.; Habel J.; Guenzi P.; Wieseke J.","Alavi, Sascha (37113783700); Habel, Johannes (56487393800); Guenzi, Paolo (14051883100); Wieseke, Jan (10040167000)","37113783700; 56487393800; 14051883100; 10040167000","The role of leadership in salespeople’s price negotiation behavior","2018","Journal of the Academy of Marketing Science","10.1007/s11747-017-0566-1","35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031124873&doi=10.1007%2fs11747-017-0566-1&partnerID=40&md5=7f9f8aad54e8556c8cdc4d1d75c21359","Salespeople assume a key role in defending firms’ price levels in price negotiations with customers. The degree to which salespeople defend prices should critically depend upon their leaders’ influence. However, the influence of leadership on salespeople’s price defense behavior is barely understood, conceptually or empirically. Therefore, building on social learning theory, the authors propose that salespeople might adopt their leaders’ price defense behavior given a transformational leadership style. Furthermore, drawing on the contingency leadership perspective, the authors argue that this adoption fundamentally depends on three variables deduced from the motivation–ability–opportunity (MAO) framework, that is, salespeople’s learning motivation, negotiation efficacy, and perceived customer lenience. Results of a multi-level model using data from 92 salespeople and 264 salesperson–customer interactions confirm these predictions. The first to explore contingencies of salespeople’s adoption of their transformational leaders’ price negotiation behaviors, this study extends marketing theory and provides actionable guidance to practitioners. © 2017, Academy of Marketing Science.","Leadership; Price negotiations; Sales; Salesperson–customer interaction; Social learning; Transformational leadership","Article","Scopus"
"Helstad K.; Møller J.","Helstad, Kristin (54935698500); Møller, Jorunn (9043941300)","54935698500; 9043941300","Leadership as relational work: Risks and opportunities","2013","International Journal of Leadership in Education","10.1080/13603124.2012.761353","33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880287561&doi=10.1080%2f13603124.2012.761353&partnerID=40&md5=5ee5713eb6258b94e5765dff7237aa1e","Although fostering trust has been given more emphasis in recent research on school leadership, less research sheds light on the tensions between power and trust and how collective interactions related to leadership evolve in school settings. This paper addresses leadership as relational work, traced in interactions between a principal and a group of teachers operating within the context of a school-improvement project in a Norwegian upper secondary school. The analysis explores how the participants position themselves and others through negotiations in meetings while the participants discuss the conditions of the project. The findings show how leadership positions and power relations are constituted, challenged and changed in interaction amongst the participants over time. Thus, this study provides insight into leadership as an interactive process and the dynamics of power and trust in developing leadership actions. The main argument is that risks and opportunities are significant parts of leadership work, and that relational work affects the ever-changing status of the division of authority. © 2013 Taylor & Francis Group, LLC.","","Article","Scopus"
"Johnson L.N.; Thomas K.M.","Johnson, Lindsay N. (55455629200); Thomas, Kecia M. (7402627316)","55455629200; 7402627316","A Similar, marginal place in the academy: Contextualizing the leadership strategies of black women in the United States and South Africa","2012","Advances in Developing Human Resources","10.1177/1523422311436305","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860435974&doi=10.1177%2f1523422311436305&partnerID=40&md5=f87d921da93a72e8605d26c46861a134","The Problem: Persisting challenges of inequity in higher education often position Black women as outsiders within their academic environments, resulting in Black women employing strategies that reflect constant negotiation to achieve power, identity, and voice. Black women's status internationally ""at the margins"" remains an unexplored leadership style in human resource development (HRD). Being at the margins, domestically or internationally, likely means that Black women everywhere engage in strategies in order to achieve power, identity, and voice. The Solution: Examining the position, perspectives, and leadership strategies of this typically underserved population globally works to deconstruct lingering policies that limit their access to development in higher education institutions. The Stakeholders: The purpose of this article is to present Black women's unique social and cultural insights in leadership, increase the visibility of their experiences within their academic environments, and inform key educational leaders and HRD practitioners of the persistent barriers Black women encounter. © 2012 SAGE Publications.","Black women; feminist epistemology; intersectionality; leadership","Article","Scopus"
"Konstantopoulos N.; Sakas D.P.; Triantafyllopoulos Y.","Konstantopoulos, Nikolaos (35076211500); Sakas, Damianos P. (10039939400); Triantafyllopoulos, Yiannis (35076764400)","35076211500; 10039939400; 35076764400","The strategy of stakeholder briefing during merger negotiation in the bank market","2009","Journal of Management Development","10.1108/02621710910972724","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349631361&doi=10.1108%2f02621710910972724&partnerID=40&md5=1ae633037fda5e7a5a7e817f5dcd8faa","Purpose: The purpose of this paper is to examine the role of the variable stakeholder briefing in the successful completion of merger negotiations in the Greek banking branch. Design/methodology/approach: The codification is attempted by means of software, so as to clarify the trends for negotiations in win-win conditions. Data collected by the negotiation process of two large banking companies. Findings: The paper concludes that an important factor for the successful outcome of a merger is also the methodology of briefing enacted by the leaders of the banking branch during both the negotiation and merger process. Originality/value: The two banks follow a different briefing strategy in the issue of stakeholder briefing as well but there is congruency in briefing strategies concerning substantial goals, because both banks develop in a market that modulates tactics of consuming and investing behaviors through forming an ""opinion"" by the image that the banks give to consumers and investors about their plans. © Emerald Group Publishing Limited.","Acquisitions and mergers; Banking; Computer software; Greece; Negotiating; Stakeholder analysis","Article","Scopus"
"Beil M.; Litscher J.E.","Beil, Martin (7005698406); Litscher, Jon E. (6507021318)","7005698406; 6507021318","Consensus bargaining in Wisconsin state government: A new approach to labor negotiation","1998","Public Personnel Management","10.1177/009102609802700104","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032324972&doi=10.1177%2f009102609802700104&partnerID=40&md5=6f43a8dff72f4328be0219965535bf9c","Wisconsin, always one of the pioneers in public sector bargaining, has contributed here a move from traditional to cooperative bargaining. As in many jurisdictions, bargaining had developed in a way that produced a great deal of conflict, characterized by frequent and lengthy impasses, a grievance backlog that reached 1,400 arbitration cases and a public and political leadership that was losing patience. This jointly written article illustrates how change can begin, the role of statewide leadership, the resulting work behind the scenes and the possibilities. Since 1992, the Wisconsin Department of Employment Relations and the state's largest labor union, the 27,000-member Wisconsin State Employees Union (WSEU), have successfully used ""consensus bargaining."" This cooperative, problem-solving approach contrasts sharply with the traditional adversarial and confrontational approach to bargaining. Consensus bargaining focuses on identifying and meeting bargainers' interests and creating a positive and constructive basis for discussions. This problem-solving approach has created more cooperative labor-management relations in Wisconsin State Government, reduced bargaining time, stimulated creative new contract provisions and helped develop a more positive and closer labor-management relationship. There are several keys to successful consensus negotiation: management and union leaders must be committed to the process; leaders must model cooperative behavior; bargainers should receive formal training in the process; negotiators must be candid throughout bargaining; and management and labor have to realize that reaching agreement on a contract is the beginning, not the end of creating a cooperative relationship. Wisconsin State Government, the WSEU, and other state employee unions have successfully used the consensus process and are committed to this cooperative approach.","","Article","Scopus"
"Van Kleef G.A.; Homan A.C.; Cheshin A.","Van Kleef, Gerben A. (6506205495); Homan, Astrid C. (8764319800); Cheshin, Arik (8561605200)","6506205495; 8764319800; 8561605200","Emotional influence at work: Take it easi","2012","Organizational Psychology Review","10.1177/2041386612454911","123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884266829&doi=10.1177%2f2041386612454911&partnerID=40&md5=4545c9798088e758354d6623d22c51e7","Research on emotions in organizations has traditionally taken an intrapersonal approach, examining how an organization member’s emotions influence his or her own cognitions, attitudes, and behavior. We argue that a full understanding of the role of emotions in organizations requires a complementary focus on their interpersonal effects—that is, how one worker’s emotions influence the feelings, cognitions, attitudes, and behavior of others. We advance Emotions as Social Information (EASI) theory, which posits that emotional expressions exert interpersonal effects by triggering affective reactions and/or inferential processes in targets, depending on the target’s information processing and the perceived appropriateness of the emotional expression. We review evidence from four domains of organizational behavior: customer service, group decision making, negotiation, and leadership. We call for new research that examines emotions in greater detail (discrete emotions, intensity, authenticity), studies different settings (organizational change, personnel selection), and considers temporal dynamics (frequency, long-term outcomes). © The Author(s) 2012.","Conflict and negotiation; Customer service; Emotions and moods; Groups/teams; Leadership","Article","Scopus"
"Robinson V.M.J.; Sinnema C.E.L.; Le Fevre D.","Robinson, Viviane M. J. (7102989857); Sinnema, Claire E. L. (44462068700); Le Fevre, Deidre (6507108341)","7102989857; 44462068700; 6507108341","From Persuasion to Learning: An Intervention to Improve Leaders' Response to Disagreement","2014","Leadership and Policy in Schools","10.1080/15700763.2014.922997","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904244794&doi=10.1080%2f15700763.2014.922997&partnerID=40&md5=6a6b6356b2117d06e20c61eca7711e71","In this study we bring together Argyris and Schön's theories of interpersonal effectiveness and research on negotiation to develop a model of effective leadership behavior in conversations involving actual or anticipated disagreement. A concurrent mixed-methods design was used to assess shifts in how 18 Australian superintendents responded to disagreement that arose in conversations about performance problems. The intervention included discussion of the model and its application to participants' own practice through analysis of transcripts, modeling, coaching, and feedback. Assessments of conversation skills and outcomes showed moderate to large intervention effects. The implications for leadership development and double-loop learning are discussed. © Taylor & Francis Group, LLC.","","Article","Scopus"
"Lawler E.J.","Lawler, Edward J. (7006301359)","7006301359","The Impact of Status Differences on Coalitional Agreements:An Experimental Study","1975","Journal of Conflict Resolution","10.1177/002200277501900204","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970442742&doi=10.1177%2f002200277501900204&partnerID=40&md5=6704e43727920f49fb9a2c01bcaec94b","This experiment investigated the impact of status differences between subordinates and face-to-face coalition negotiations on insurgent coalitional action. The effects of these variables were examined in stratified groups, where a leader established inequitable pay-rates, and subordinates could coalesce and destroy a portion of the leader's outcomes. The results showed that status differences (as opposed to status similarity) undermined the sense of common interests between subordinates and reduced the severity of coalitional action against the leader. Face-to-face negotiations engendered a more cautious approach to coalition negotiations and also reduced the severity of insurgent action. The results suggest that status differences pose an “organizational problem” for subordinates attempting to mobilize action against a leader. © 1975, Sage Publications. All rights reserved.","","Article","Scopus"
"Ben-Josef Hirsch M.","Ben-Josef Hirsch, Michal (56313604400)","56313604400","Historical Acknowledgment as an Early Conflict Negotiation Strategy: A Feasibility Study of Israel/Palestine","2021","Negotiation Journal","10.1111/nejo.12345","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097485086&doi=10.1111%2fnejo.12345&partnerID=40&md5=60bac624e6219e084a66ba54e16ffaf5","This article proposes that historical acknowledgment strategies are not only useful if and when they lead to coexistence and reconciliation in the post-conflict stages, but also as an early conflict negotiation strategy. To develop this proposition the article integrates literature on conflict resolution and conflict transformation with models of negotiation and underscores the potential utility of historical acknowledgment strategies in early stages of official negotiations. The article proposes that historical acknowledgment strategies address the lack of long-term trust, which is often a significant impediment during negotiations. Such strategies signal a commitment to changing the public space as well as the education of future generations in ways that acknowledge the adversary’s history and identity. This action is likely to provide assurances to the other side that peaceful coexistence is a long-term goal of the leadership and the public. Furthermore, the article proposes that the current international normative environment—that is, existing human rights norms and strengthening international norms of “dealing with the past”—places expectations and demands on states’ leadership. These expectations and demands are part of the constraints and pressures within which a conflict operates and within which any peace process is negotiated. Therefore, the current international normative environment makes the positive effects of incorporating historical acknowledgment strategies into early peace negotiations more likely. To illustrate the feasibility of the rationale developed here and its practical implications, the article considers the application of historical acknowledgment strategies to the case of Israel/Palestine and specifically to the 1948 Palestinian refugees issue. © 2020 President and Fellows of Harvard College","acknowledgment; historical justice; Israel/Palestine; negotiation; Palestinian refugees; recognition; signaling","Article","Scopus"
"Drotning J.; Lipsky D.; Foster H.","Drotning, John (57188907457); Lipsky, David (6603189225); Foster, Howard (57190991863)","57188907457; 6603189225; 57190991863","The analysis of impasse procedures in public sector negotiations","1971","Human Resource Management","10.1002/hrm.3930100205","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991152844&doi=10.1002%2fhrm.3930100205&partnerID=40&md5=fc96d2e0630e12f8a77f88fd5821b176","Why is it that some school districts are able to reach settlement by themselves while others require outside help? Some differences may be ability to pay, union strength, identity as a leader or follower district, political climate, and the sophistication and experience of union and board in bargaining. Copyright © 1971 Wiley Periodicals, Inc., A Wiley Company","","Article","Scopus"
"Kulik C.T.; Sinha R.; Olekalns M.","Kulik, Carol T. (7006244737); Sinha, Ruchi (57854489500); Olekalns, Mara (6701435867)","7006244737; 57854489500; 6701435867","Women-focused negotiation training: A gendered solution to a gendered problem","2020","Research Handbook on Gender and Negotiation","10.4337/9781788976763.00027","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136430910&doi=10.4337%2f9781788976763.00027&partnerID=40&md5=311e9b1e54fa657d4dd05047bb5c45df","The story by now is familiar: women are reluctant to initiate negotiations in the workplace. When women do negotiate, they ask for too little, they are too willing to accept early offers, and they are too quick to accommodate. As a result, women are repeatedly disadvantaged in salary, developmental opportunities, and other resources that they need for successful careers. In this chapter, we consider whether women-focused negotiation training might offer a gendered solution to the gendered problems that women face in workplace negotiations. Historically, negotiation training has focused on best practices that are treated as gender-blind. In contrast, women-focused negotiation training assumes that gender matters a great deal. Guided by the same principles that underlie recommendations for women-focused leadership development programs, we investigate how gender colors and influences each stage of a successful negotiation: the pre-negotiation preparation and groundwork, the during-negotiation behaviors and dialogue, and the post-negotiation persistence. The chapter delivers a framework that outlines the what(content) and the how(delivery) that might constitute a women-focused negotiation training course. We expand the portfolio of trained behavior to include skills, strategies and tactics that might be particularly and even uniquely relevant to female negotiators. © Editors and Contributors Severally 2020. All rights reserved.","","Book chapter","Scopus"
"Haselhuhn M.P.","Haselhuhn, Michael P. (8248190300)","8248190300","Gender and trust","2020","Research Handbook on Gender and Negotiation","10.4337/9781788976763.00020","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123887321&doi=10.4337%2f9781788976763.00020&partnerID=40&md5=e8a87b9a1b2651e97cd665b98b9a8c47","Academic interest in the role of trust in negotiation has increased in recent years, complementing the long-espoused view from the practitioner-oriented literature that trust is crucial to maximizing value at the bargaining table. Though research directly exploring potential influences of gender in this context remains scarce, work on gender and trust in other areas suggests that whether and how trust develops and subsequently affects negotiation outcomes may differ substantially for men and women. This chapter begins by describing the status of the literature on trust and negotiation, highlighting the current focus on understanding the basic relationship between trust and important bargaining outcomes. It next discusses research on gender and trust from related domains (e.g., behavioral economics, leadership), and argues that negotiator gender is a critical aspect of understanding when and how trust makes a difference at the bargaining table. In the remainder of the chapter, a framework to guide future research is outlined, emphasizing the need to move beyond the consideration of trust as a static construct. Focusing instead on trust dynamics, or when and how trust changes throughout a negotiation, is expected to highlight important gender differences that might not otherwise be apparent. © Editors and Contributors Severally 2020. All rights reserved.","","Book chapter","Scopus"
"Roh J.; Swink M.; Kovach J.","Roh, Joseph (37081663500); Swink, Morgan (57204223621); Kovach, Jeremy (56673771500)","37081663500; 57204223621; 56673771500","Linking organization design to supply chain responsiveness: the role of dynamic managerial capabilities","2022","International Journal of Operations and Production Management","10.1108/IJOPM-08-2021-0526","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129219259&doi=10.1108%2fIJOPM-08-2021-0526&partnerID=40&md5=853adf40ae27dd4efe548d44593819a5","Purpose: The purpose of this study is to investigate how managers' abilities to design and implement organizational change initiatives affects supply chain (SC) responsiveness. Extant research focuses on specific process and resource options to address responsiveness, with only limited reference to managers' capabilities in adapting to new organization designs that organize processes and resources. Consequently, organizational theory that characterizes the implications of developing and implementing various designs is ignored. The study directly leverages organization adaption, organization design and the dynamic managerial capabilities literature to address the question of how to improve SC responsiveness. Design/methodology/approach: Qualitative data are used to identify specific dynamic managerial capability constructs, as well as the expected relationships depicted in our conceptual model. The authors test these relationships using quantitative survey data collected from 199 SC leaders. Findings: The authors find that capabilities in organization design, functional leader negotiations and workforce communications foster SC responsiveness via improved structural adaptability (SA). The findings explain how and when organization design actions impact SA and responsiveness, and more importantly, why managers should invest in developing a workforce communication capability as the foundation for organizational adaptability. Originality/value: By applying organization adaption, organization design and dynamic managerial capabilities concepts, the research expands the existing study of responsiveness in the SC organizational context. © 2022, Emerald Publishing Limited.","Dynamic managerial capabilities; Leader negotiations capability; Organization design capability; Responsiveness; Structural adaptability; Workforce communications capability","Article","Scopus"
"Woodruffe-Burton H.; Bairstow S.","Woodruffe-Burton, Helen (36835513700); Bairstow, Sam (18633406800)","36835513700; 18633406800","Countering heteronormativity: Exploring the negotiation of butch lesbian identity in the organisational setting","2013","Gender in Management","10.1108/GM-01-2013-0015","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881559817&doi=10.1108%2fGM-01-2013-0015&partnerID=40&md5=85659ba327a67e1924e59ffa7857efbf","Purpose: The purpose of this paper is to examine the ways in which butch lesbians manage and negotiate their sexual identity in the workplace. Design/methodology/approach: A qualitative study using online ethnographical enquiry to explore lesbians' experiences of performing butch identity in the workplace. Ethical and other issues relating to online ethnographic research are also explored and discussed. Findings: Identity negotiation is a key issue and lesbians face the constant pressure of identity management. This is not simply a personal perspective but a defence mechanism to counter the heteronormative culture within organisations. Strategies for dealing with these tensions evident in the literature and reflected in this study range from ""passing"" (passing as a heterosexual) to defying expectations of heteronormativity and remaining constant to individual butch identity. Practical implications: The paper can assist HRD professionals and leaders in developing organisation cultures which embrace and include difference and help obviate oppression. It may also be of interest to researchers and policy makers in the fields of diversity and equality and LGB issues. Social implications: The findings here will be of interest to social audiences including LGBT individuals, activist groups and support groups. Wider understanding of female masculinity and butch identity may help leverage greater tolerance and acceptance. Originality/value: This study responds to calls for more LGBT research in the workplace and organisational context. The findings develop the understanding of identity negotiation in conditions of heteronormativity. It is also argued that this study of the experiences of lesbians in the workplace is positioned as an alternative site of understanding organisations, with learning to offer gendered leadership. © Emerald Group Publishing Limited.","Diversity; Employee participation; Equal opportunities; Gender; Homosexuals; Organizational culture","Article","Scopus"
"El Haddad P.; Bonnet M.; Tabchoury P.","El Haddad, Pierre (57203206189); Bonnet, Marc (36674446000); Tabchoury, Patrick (57203210810)","57203206189; 36674446000; 57203210810","Transforming hidden conflicts into participation: The case of charismatic leadership in the Middle East","2021","Journal of Organizational Change Management","10.1108/JOCM-11-2016-0236","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050920262&doi=10.1108%2fJOCM-11-2016-0236&partnerID=40&md5=1a3595498f00581fc62ca23ee7b2cbc8","Purpose: The purpose of this paper is to address the issues raised by hidden conflicts in a charismatic-led organization. The paper investigates the transformation from a management paradigm of quelling conflict artificially through charismatic leadership to a paradigm of negotiation that favors participation, systematicity, the multiplying of innovation sources and synchronization. The research is based on a specific approach to action research aimed at revealing the inherently masked conflictive energy, and contributing to a more sustainable, peaceful and well-performing construct. Design/methodology/approach: The framework is a specific approach to participatory action research that the authors call socio-economic intervention research. Findings: The results of the research support the proposition that while charismatic leadership quells conflict and jeopardizes the sustainability of the organization, socio-economic intervention research can help transform conflicts into cooperation in this type of organization. Originality/value: The main contributions relate to shedding light on the hazards of denying conflict in charismatic-led organizations, and the importance of systemic negotiation in transforming conflict into cooperation in the Middle Eastern cultural context. © 2018, Emerald Publishing Limited.","Action research; Charismatic leadership; Conflict management; Conflict transformation; Inspection and certification body; Middle East; Organizational development; Socio-economic intervention research","Article","Scopus"
"Zakaria M.","Zakaria, Mohamad (55241594900)","55241594900","Knowledge management and global climate change regime negotiations","2015","Foresight","10.1108/FS-11-2013-0066","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924365596&doi=10.1108%2fFS-11-2013-0066&partnerID=40&md5=2b1101fa564c051d184b50e1ea0be460","Purpose – The purpose of this paper is to discuss some of the important factors that negotiators and policy-makers need to take into account while putting their strategies to negotiate global climate change regimes. Design/methodology/approach – This paper is based on qualitative research using the deductive approach. Integrating the theoretical and empirical material in the analysis is used to enhance the readers’ value and interest in the paper. Findings – Without deep understanding of why some international negotiations related to climate change have previously failed, it is difficult to successfully negotiate them in the future. Flexibility and openness during negotiations and to consider the views and concerns of all global actors in finding optimum solutions and cooperation are among the many essential factors that bring the world leaders into a compromise agreement and a global climate change regime. Knowledge management including taking into account the discussed factors may help the negotiators and public to be more prepared to understand the obstacles that may complicate negotiating the international climate change regimes. Research limitations/implications – This paper is not intended for those who have years of experience in climate change negotiations nor for those seeking deep theoretical knowledge about this topic. Practical implications – This paper has practical implications as it combines the theories of international relations with practical evidences from previous Conference of the Parties of the United Nations Framework Convention on Climate Change. Social implications – This paper is an essential read to students and young scientists, as well as to young policy-makers within the environmental politics. Originality/value – The paper deals with a very important and current issue and little has been published on the process of preparation for negotiating climate change negotiation. It covers some critical issues and determining factors in such negotiations. © Emerald Group Publishing Limited.","Decision-making; Environmental politics; Globalization; Information management; International cooperation; Leadership","Article","Scopus"
"Wuli R.N.; Luddin M.R.; Suyatno T.","Wuli, Rofinus Neto (57217998261); Luddin, Muchlis Rantoni (57209292613); Suyatno, Thomas (57217988599)","57217998261; 57209292613; 57217988599","Servant leadership to manage conflict: Case study of the Indonesian military ordinariate","2020","Organizational Cultures","10.18848/2327-8013/CGP/v20i01/13-22","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087827731&doi=10.18848%2f2327-8013%2fCGP%2fv20i01%2f13-22&partnerID=40&md5=d15fb35c90f1941b793b5f867c8d397d","Conflict is part of human life and must be faced wisely by building a culture of peace as conflict resolution. One of the leadership styles that is relevant to conflict resolution is servant leadership. Servant leadership emphasizes love and fundamental human values by embracing the conflicting parties and utilizing parallel dialogue and negotiations, which ultimately lead to sustainable peace. This study aimed to understand the effectiveness of servant leadership in conflict management. The study used a qualitative approach, using focus group discussion (FGD) and an in-depth survey to collect primary data from the Military Ordinariate of Indonesia. The results indicate that the implementation of leadership styles serving the Indonesian Military Ordinariate has undergone a shift in the perspective of conflict management from a security approach that results in grief and tears to a humanistic and humanitarian approach that prioritizes dialogue and negotiation based on love and mutual respect. This study also found that services that are based on love and the fundamental values of humanity have been continuously carried out by the Indonesian Military Ordinate and will influence the army to achieve conflict management that leads to peace. © Common Ground Research Networks, Rofinus Neto Wuli, Muchlis Rantoni Luddin, Thomas Suyatno, All Rights Reserved.","Catholic Military Leadership; Conflict Resolution; Humanitarian Approach","Article","Scopus"
